chinese,count,korean,english
愛金卡,2,,
歐付寶,2,,
大相,2,,
一卡通,2,,
虛置,2,,
慈濟人,2,,
禮盒,2,,
外帶,2,,
宏,2,거대하다,macro
傳遞訊息,2,,
位隊,2,,
星級,2,,
燈會,2,,
中國科興,2,,
解密,2,,
會主題,2,,
貓眼,2,,
顏寬恒,2,,
省衛生廳,2,,
樂業,2,,
緬懷,2,,
黨團書,2,,
藥界,2,,
大票,2,,
譚凌實,2,,
諸侯,2,,
此區,2,,
增派,2,,
打工族,2,,
蕭依古,2,,
觀影,2,,
西奇,2,,
結市,2,,
發動機,2,,
任衛福,2,,
延長封,2,,
汪道涵,2,왕다오한,Wang Daohan (disambiguation)
道瓊指數,2,,
染上,2,,
季將,2,,
天鑽大樓,2,,
潘內達,2,,
都心,2,,
芬區,2,,
愛樂貝,2,,
吉星,2,,
良策,2,,
電視塔,2,,
首戰,2,,
病危,2,,
餘地,2,,
工業區,2,,
主子,2,,
合肥,2,,
住院病人,2,,
元帥,2,,
毛派,2,,
佛利,2,,
權位,2,,
楊梅,2,,
電業者,2,,
暴政,2,,
軍綠色,2,,
姚立明,2,,
觀景,2,,
大印,2,,
國營,2,,
保持良好,2,,
鳳凰時代,2,,
國內中,2,,
生產力,2,생산력,Productivity
籠門,2,,
籠子,2,,
始作俑者,2,,
腦子,2,,
個易,2,,
大溪,2,,
全黨團,2,,
離岸,2,출항하다,offshore
將資產,2,,
豆腐渣工程,2,,
陳圳,2,,
因故,2,,
單月營,2,,
麥克亞,2,,
煉鋼,2,,
照料,2,,
強化台,2,,
中國統計局,2,,
聯發科,2,미디어텍,Media Development Section
艾娃,2,,
橘焱,2,,
廟方,2,,
三大電信,2,,
陳抗,2,,
雷曼,2,,
家民間,2,,
花期,2,,
竹苗,2,,
陳為廷,2,,
性侵犯,2,,
調劑,2,,
高度一致,2,,
駱駝,2,,
剩菜,2,,
史料,2,사료,historical material
南太平洋,2,동인,colleagues
曾孫,2,,
琉與台,2,,
戰爭會,2,,
許智善,2,,
化國家開局,2,,
琉是,2,,
時限,2,,
精準度,2,,
親日,2,,
頭頂,2,,
國家院,2,,
乾燥,2,,
會落,2,,
低溫,2,,
師陸行,2,,
毒,2,,
提供援助,2,,
工作量,2,,
園,2,,
粉末,2,,
境內外,2,,
傳毒,2,,
卡洛娃,2,,
傳人,2,,
成台灣,2,,
球迷,2,,
國有化,2,,
存異,2,이의를 제기하다,differ from each other
議事,2,,
位階,2,,
全國大會,2,,
黃鶴,2,,
謝龍,2,,
美國聯邦參議院,2,미국 연방 상원,Senate of the United States
曹爾忠,2,,
善心,2,,
火坑,2,,
宰制,2,,
拍品,2,,
包子,2,,
幫民,2,,
兵法,2,병법,art of war
要面,2,,
全中國,2,,
黑,2,,
泡沫化,2,,
首,2,수,head
龐智鋒,2,,
天需,2,,
線台,2,,
班上,2,,
南昌,2,,
實習生,2,,
關稅廳,2,,
麗水,2,,
公司法,2,,
舟山,2,,
財長,2,재무장관,finance minister
人行,2,보행하다,people's walk
琉總統,2,,
民黨高市議會,2,,
稀土,2,희토류,Rare earths
國府,2,,
顏面,2,,
昌都,2,,
俄羅斯自,2,,
練才,2,,
淑惠,2,,
興國,2,,
宴會,2,,
喜劇,2,,
迷因,2,,
骨肉,2,,
重機,2,,
互利互惠,2,,
哺乳期,2,,
星鏈,2,,
指揮部,2,,
魄力,2,,
對面,2,,
業態,2,,
急需,2,,
於海,2,,
樣本數,2,,
華森,2,,
委派,2,,
匯豐,2,,
支書,2,,
潭,2,,
車量,2,,
極具,2,,
稅款,2,,
時分,2,,
器官,2,,
等場,2,,
我心,2,,
所羅門群島,2,,
紫色,2,,
何塞,2,,
語境,2,,
李宗霖,2,,
暗通款曲,2,,
道瓊指,2,,
本國籍,2,,
發訊,2,,
西斯,2,,
陳睦仁,2,,
溫志剛,2,,
人材,2,,
整備,2,,
日本公司,2,,
協進會,2,,
首爾及,2,,
傳感,2,,
標記,2,,
證雲,2,,
國式,2,,
細分,2,,
體育館,2,,
西寧市,2,,
無物,2,,
波斯菊,2,,
項政績,2,,
省略,2,,
時炸彈,2,,
字數,2,,
比一比,2,,
扎根,2,,
香港政府,2,,
理任,2,,
結聯盟,2,,
諧波,2,,
湖里,2,,
情懷,2,,
品味,2,,
黨組書記,2,,
林士廷,2,,
克宮,2,,
中共浙江省委,2,,
農產,2,,
浙江省人民政府,2,,
中置,2,,
高市議會黨團,2,,
委書,2,,
商貿,2,,
人孫業,2,,
議長候,2,,
孫業禮,2,손업례,Sun Yip-li (disambiguation)
覆性,2,복성,overlapping nature
老院,2,,
資料館,2,,
會黨團,2,,
於維護,2,,
喉痛,2,,
綜效,2,,
實團團,2,,
內賊,2,,
中華武術總會,2,,
於綠,2,,
誤差,2,,
例會,2,,
實業,2,,
鹿港,2,,
吉林,2,,
地基,2,,
土陽性,2,,
便民,2,,
小吃店,2,,
隔離險,2,,
疫風險,2,,
飛行器,2,,
視實際,2,,
軍委紀委書記,2,,
廠典,2,,
汪海江,2,,
行者,2,,
糖果,2,,
劉鶴任,2,,
紅潮,2,,
活性,2,,
權紀,2,,
安徽省委,2,,
局領,2,,
原國家,2,,
管委,2,,
李亞飛,2,,
野柳,2,,
納稅,2,세금을 납부하다,pay taxes
張志軍,2,장즈쥔,Zhang Zhijun (disambiguation)
齒輪,2,,
廠長,2,,
世界潮流,2,,
投票者,2,,
香氣,2,,
將人,2,,
宏達,2,,
蒼,2,,
竹山,2,,
膚色,2,,
色素,2,,
餐酒館,2,,
惠蓀,2,,
台中會展,2,,
新聞司,2,,
常會,2,,
美中貿委會,2,,
性壓,2,,
中英,2,,
信賴度,2,,
中中興大學,2,,
至德,2,,
總結,2,,
國家電視台,2,,
西門,2,,
子集,2,,
灣國,2,,
耶格,2,,
錦江,2,,
業園區,2,,
疼,2,,
論證,2,,
電動版,2,,
陳清寶,2,,
紐澳,2,,
白營,2,,
權爭議,2,,
吉文,2,,
利用自身,2,,
胡佛,2,,
暨亞太區,2,,
歐斯林,2,,
創造力,2,,
生命力,2,,
廣達,2,,
沈默,2,,
巨擘,2,권위자,a great power
蘇杰生,2,,
國防院,2,,
養分,2,,
軍建軍,2,,
商報,2,,
穩定度,2,,
辛赫,2,,
鹿谷,2,,
白痴,2,,
支局,2,,
李俊,2,리쥔,Lee Joon (disambiguation)
賽萊,2,,
航天,2,우주 비행,Spaceflight
肝臟,2,,
國共,2,,
深根,2,,
白金,2,,
漢宮,2,,
急性期,2,,
老態,2,,
精神力量,2,,
劉某,2,,
暗潮,2,,
民情,2,,
分類,2,,
六中,2,,
責性,2,,
來爭,2,,
敵情,2,,
戰法,2,,
名存,2,,
國對台,2,,
報社,2,,
預兆,2,,
唐諾利,2,,
數計,2,,
區區,2,,
方箋,2,,
愛台,2,,
分配制度,2,,
票務,2,,
中美爭,2,,
李實,2,,
仙女,2,,
張軍,2,장쥔,the army of Zhang
營業稅,2,,
污水,2,,
飛越,2,,
被包,2,,
成本低,2,,
柬分會,2,,
鄭雅慧,2,,
命題,2,,
舍宮,2,,
高下,2,,
褲,2,,
婚者,2,,
榴砲,2,,
幼童,2,,
技產業,2,,
丁香,2,,
解方,2,처방을 내리다,solution
史派佛,2,,
財務長,2,,
相貌,2,,
陽康,2,,
母女,2,,
松竹,2,,
主演,2,,
事兒,2,,
劉引商,2,,
陣地,2,,
張珈維,2,,
哈洛普,2,,
女力,2,,
博物院,2,,
的治國,2,,
特別,2,,
理政,2,,
新理念,2,,
投書,2,투서하다,contribute a letter
入閣,2,,
板卡,2,,
陳明,2,,
張怡琳,2,,
登陸,2,,
參法,2,,
隋榮,2,,
醫療訊息,2,,
資誠,2,,
人大代表,2,,
猛獸,2,,
艇,2,,
冷感,2,,
博達安,2,,
名學,2,,
於沙灘,2,,
施毅,2,,
黑紗,2,,
覆舟,2,,
兵種,2,,
白花,2,,
勤政,2,,
影本,2,,
愛鄉,2,,
資額,2,,
林高演,2,,
日聯銀行,2,,
恩,2,,
西郊,2,,
窗外,2,,
戰是,2,,
三菱,2,,
章亞若,2,,
遺孀,2,,
姐姐,2,,
黨旗,2,,
對內,2,,
女神,2,,
範式,2,,
權象徵,2,,
國國,2,,
租稅,2,조세,Taxation
橡園,2,,
商工,2,,
南港,2,,
平權,2,,
空床,2,,
米克斯,2,,
開口閉口,2,,
台灣蘭,2,,
華民國,2,,
沈慶堯,2,,
記點,2,,
磚,2,,
蘇澳鎮,2,,
戴維森,2,데이비슨,Davidson (disambiguation)
農舍,2,,
石,2,,
月薪,2,,
官房,2,,
城令,2,,
台學,2,,
松野博,2,,
鄂斯,2,,
涉嫌犯罪,2,,
委內,2,,
串謀,2,,
美洲,2,아메리카,Americas (United States)
美資產,2,,
統性,2,,
遙指,2,,
展場,2,,
奶奶,2,,
恥辱,2,,
愛沙尼亞,2,,
政治史,2,,
組標,2,,
蜘蛛人,2,,
本俸,2,,
亞馬遜,2,,
過量,2,과량,overdose
起家,2,,
卡麥隆,2,,
國科會,2,,
窗戶,2,,
軍資金,2,,
中国,2,,
軍購,2,,
舊城,2,,
洞,2,구멍,hole
軍事量,2,,
馬丁,2,마르틴,Martin (footballer)
望京,2,,
居民委,2,,
強壓,2,,
科罰金,2,,
杜拜,2,,
民政局,2,,
台泥,2,,
婚案,2,,
淬煉,2,,
通令,2,,
大學費,2,,
政事,2,,
和國安,2,,
因民眾,2,,
創業家,2,,
加幣,2,,
爺爺,2,,
案發,2,,
村裡,2,,
過敏者,2,,
長梁,2,,
獵鷹,2,,
目擊,2,,
貢獻者,2,,
矽島,2,,
正港,2,,
劉姓,2,,
天隔,2,,
本務,2,,
菌血症,2,,
軍面,2,,
省通報,2,,
濮陽,2,,
生物科技,2,바이오테크놀로지,Biotechnology (biotechnology)
壓訊息,2,,
肥肉,2,,
婦產科,2,,
跨域,2,,
林佳瑋,2,,
控股公司,2,,
天祿鎮,2,,
貴溪市,2,,
萊塢,2,,
屁話,2,,
曲面,2,,
銀彈,2,,
血泊,2,,
小牛,2,,
交管,2,,
烏魯木,2,,
漠視,2,,
蠟燭,2,,
渠,2,,
保鄉,2,,
業面,2,,
聯合國安理會,2,유엔 안전 보장 이사회,United Nations Security Council
洪池,2,,
朝國,2,,
賀函,2,,
人空,2,,
軍准,2,,
收台,2,,
業務費,2,,
因礙,2,,
中興嶺,2,,
主旋律,2,모티브,the main theme
大師,2,대가,master
全國民眾,2,,
竹線,2,,
載台,2,,
客座,2,,
一念,2,,
造船,2,배를 만들다,shipbuilding
出去玩,2,,
吃力,2,,
骨幹,2,,
平安夜,2,,
岡山,2,,
那霸,2,,
鹽,2,,
球閥,2,,
壽命,2,,
蒙羞,2,,
蝶閥,2,,
國際大廠,2,,
分析法,2,,
實績,2,,
鄧小,2,,
用車,2,,
爸,2,,
警備,2,,
除籍,2,,
鐵欄,2,,
宮古島,2,,
藍寶堅尼,2,,
李柏毅,2,,
三大國,2,,
西進大陸,2,,
牌子,2,,
中國電信,2,,
腳底,2,,
抹油,2,,
穆,2,,
廈門大學,2,,
酒駕,2,,
心梗,2,,
車內,2,,
科聯隊,2,,
異軍,2,,
等級,2,,
中港,2,,
管理中心,2,,
單點,2,,
泰統集團,2,,
丹堤,2,,
黨籍國會,2,,
公協會,2,,
食安,2,,
進學會,2,,
工藝,2,,
外銷會,2,,
佳德,2,,
廚藝,2,,
家店,2,,
是我太,2,,
季業績,2,,
全國聯合會,2,,
商業同業公會,2,,
季為,2,,
河道,2,,
韜略策,2,,
美國展店,2,,
紅酒,2,,
年味,2,,
加點,2,,
民眾黨團,2,민중당단,People's Party (China)
大台北,2,,
王時齊,2,,
簡維國,2,,
營店,2,,
燈火,2,,
變平,2,,
外資圈,2,,
公共交通,2,,
引子,2,,
季產能,2,,
遵,2,,
高雄廠,2,,
王姓,2,,
劑庫,2,,
憲兵,2,,
烏雙方,2,,
專守,2,,
李遠哲,2,,
同框,2,,
三原,2,,
北加州,2,,
新黨,2,신당,New Party
遜色,2,,
效仿,2,,
油氣,2,석유와 가스,Oil and gas
王文濤,2,,
南加州,2,,
昭披耶河,2,,
張積豪,2,,
美味,2,,
全心,2,,
頻頻,2,,
王世典,2,,
唐突,2,,
升溫,2,,
綜合體,2,,
根本原因,2,근본 원인,root cause
二分法,2,,
量能,2,,
神藥,2,,
景況,2,,
水路,2,,
試圖,2,,
傾國家,2,,
儲存,2,,
小幅,2,소폭,small
車款,2,,
車型,2,,
參數,2,,
美多國,2,,
膿,2,,
南亞,2,남아시아,South Asia
官宣,2,,
古老,2,,
處方,2,,
鋼板,2,,
隨團,2,,
任教授,2,,
留人,2,,
味蕾,2,,
季營運,2,,
新城,2,,
定心丸,2,,
眾會,2,,
烏戰爭,2,,
多角化,2,,
比林,2,,
市話,2,,
銷貨,2,,
缺車,2,,
多情,2,,
地劃,2,,
市面上,2,,
陳盈駿,2,,
試點,2,,
南沙,2,남사,Nansha (disambiguation)
佛瑞,2,,
莫尼罕,2,,
張藥證,2,,
人包,2,,
酵素,2,,
長邱國,2,,
長及縣,2,,
太冷,2,,
布魯金斯,2,,
病狀,2,,
靈果,2,,
權干,2,,
比扎爾,2,,
社運,2,,
美義,2,,
聲寶,2,,
武昌,2,,
維皆,2,,
法準,2,,
塔加尼,2,,
王婉諭,2,,
會員國,2,회원국,Member States
明斯特,2,,
自由人,2,,
時力,2,,
圖形,2,,
黨人,2,당원,party member
地權,2,,
總人,2,,
大塘,2,,
思覺,2,,
台承諾,2,,
江漢,2,,
鼻水,2,,
港口城市,2,,
美國參院,2,,
大風,2,,
熱錢,2,,
上班族,2,,
藝術品,2,,
陳峻涵,2,,
著媽,2,,
數達,2,,
幹嘛,2,,
症況,2,,
陳其宏,2,,
來面,2,,
所欲,2,,
區單,2,,
中兩國海軍,2,,
面對面,2,,
鼻塞,2,,
亞裔,2,,
興興,2,,
日理,2,,
議室,2,,
布島,2,,
天上,2,,
洪山,2,,
安然,2,,
妻女,2,,
嚴晶華,2,,
牆角,2,,
防護服,2,,
愛護,2,,
黨黨魁,2,,
德明,2,,
軍售交貨,2,,
阮昭雄,2,,
菜色,2,,
法律系,2,,
大法官,2,,
遭酸,2,,
北歐,2,,
動員令,2,,
聯誼,2,,
古法,2,,
徐佳瑩,2,,
彩妝,2,,
炮,2,,
世博,2,,
食祿,2,,
實事,2,,
頤宮,2,,
開口,2,,
施暴,2,,
魯莽,2,,
韋德齊,2,,
噴藥,2,,
供藥,2,,
博森斯,2,,
空白,2,,
水馬,2,,
屋頂,2,,
庭院,2,,
白卿芬,2,,
君品,2,,
疫區,2,,
度日,2,,
茹曦,2,,
當上,2,,
南投市,2,,
患難,2,,
難民,2,강도,intensity
大約,2,,
蔡法蘭,2,,
德克,2,더크,Dirk (disambiguation)
季愷文,2,,
收支,2,,
香氛,2,,
史性,2,,
陰陽,2,,
常規,2,,
長春市,2,,
種重,2,,
霖,2,,
寶島聯播網,2,,
福島,2,후쿠시마,Fukushima (disambiguation)
膽識,2,,
落伍,2,,
闊步,2,,
蔣時代,2,,
禁團,2,,
高三,2,,
國際觀,2,,
身段,2,,
文末,2,,
天都,2,,
火藥,2,,
賣票,2,,
關因,2,,
慶典,2,,
加拿大政府,2,,
私怨,2,,
台灣海,2,,
鄧聿文,2,덩위원,Teng I-wen (disambiguation)
腦壓,2,,
李橋銘,2,,
海權,2,해권,right of sea
四肢,2,,
美中溝,2,,
午宴,2,,
高者,2,,
高鴻安,2,,
蕾,2,,
美聯,2,,
赫特,2,,
世代交替,2,,
閾值,2,,
輔大,2,,
數階段,2,,
爐心,2,,
儲量,2,,
吳玉琴,2,,
熱忱,2,,
於世,2,,
於國慶,2,,
國外訪團,2,,
實話,2,,
市長會,2,,
老友,2,,
致命性,2,,
地產業,2,,
制度化,2,제도화하다,Institutionalization
均力,2,,
禮貌,2,,
中華民國籍,2,,
籃球隊,2,,
日用品,2,,
芹菜,2,,
公民自由,2,,
姚正玉,2,,
大興區,2,,
功課,2,,
關國,2,,
哨兵,2,,
代班,2,,
缺人,2,,
王宣,2,,
劉曉波,2,,
諾貝爾獎,2,,
菜鳥,2,,
高居,2,,
學獎,2,,
先天性,2,,
辦公樓,2,,
李來希,2,,
小搏,2,,
鄭正,2,,
機房,2,,
基本功,2,,
魔鬼,2,,
張凱鈞,2,,
夏普萊斯,2,,
山泉,2,,
頭路,2,,
貿易額,2,,
亞利亞斯,2,,
腰,2,허리,waist
最高人民法院,2,,
燒藥,2,,
花東,2,,
廠家,2,,
國務委員,2,,
陸權,2,,
新秀,2,,
單店,2,,
政商,2,,
女單,2,,
孫穎莎,2,,
陳夢,2,,
王曼昱,2,,
陳思羽,2,,
傷力,2,,
李昱,2,,
劉馨尹,2,,
銅牌,2,,
涉案人,2,,
首局,2,,
鏡子,2,,
劉思敏,2,,
軌衛星,2,,
瓜分,2,,
沙灘,2,,
張心,2,,
杏林,2,,
學渣,2,,
數字會,2,,
白雲區,2,,
之虞,2,,
代言人,2,,
末段,2,,
國慶煙,2,,
章法,2,,
散熱器,2,,
親吻,2,,
三縣,2,,
便民措施,2,,
官職,2,,
金馬澎,2,,
罰金,2,,
男星,2,,
會安,2,,
毛病,2,,
楊鎮浯,2,,
墨菲,2,,
船員,2,,
古宅,2,,
噪,2,,
萬海士紙,2,,
能團,2,,
關人,2,,
老生,2,,
身故,2,,
薛曼,2,,
學分,2,,
體狀況,2,,
工作制,2,,
陳振貴,2,,
將核,2,,
風評,2,,
名校,2,,
貨架,2,,
現面,2,,
座機,2,,
形形色色,2,,
養豬,2,,
地台,2,,
若需,2,,
乾咳,2,,
美乳,2,,
中國工信部,2,,
陣痛,2,,
流鼻涕,2,,
藥年,2,,
教科文,2,,
芭樂票,2,,
海水,2,,
聲名,2,,
神社,2,,
於高,2,,
貨機,2,,
沃海默,2,,
放鞭炮,2,,
勺子,2,,
榜首,2,,
滴水,2,,
飛碟,2,,
雪亮,2,,
訂桌,2,,
分廠,2,,
亞利桑納州,2,,
勢場,2,,
靜脈,2,,
交機,2,,
古都,2,,
獎牌,2,,
項主張,2,,
吳奇隆,2,,
林百瑞,2,,
領襪,2,,
日文,2,,
美國華府,2,,
埃利斯,2,,
特流,2,,
黑人,2,,
電療法,2,,
初陽,2,,
東縣,2,,
首鋼,2,,
電流,2,,
神明,2,,
電擊法,2,,
綜藝,2,,
電死,2,,
歐尼爾,2,,
封島,2,,
前奏,2,,
自力,2,,
質疑會,2,,
之陽,2,,
丁彥哲,2,,
高招,2,,
新美國,2,,
安培,2,,
思念,2,,
售票,2,,
侵害人,2,,
美台國,2,,
遼寧省,2,,
導指,2,,
飲店,2,,
打包票,2,,
理科,2,,
北美洲,2,,
樺,2,,
林國顯,2,,
無家,2,,
中文名,2,,
倒數,2,,
基社聯盟,2,,
例定序,2,,
林佳璋,2,,
國國會訪團,2,,
派別,2,,
分數,2,,
口,2,입,mouth
出海口,2,,
開疆,2,,
中教,2,,
譯音,2,,
物理科,2,,
盧政良,2,,
醫療界,2,,
三聚氰胺,2,,
毒奶粉,2,,
國國防,2,,
金牌,2,,
美籍,2,미국적,U.S. citizenship
太區,2,,
喻,2,,
祖宗,2,,
血氧,2,,
排妹,2,,
大車,2,,
強斯東,2,,
質子,2,,
對共產黨,2,,
碩,2,석,great
軍事施,2,,
三軍總醫院,2,,
溪,2,,
何穎怡,2,,
中建,2,,
鏡週刊,2,,
學士,2,,
鄉間,2,,
不安全感,2,,
德國會,2,,
雙位數,2,,
法國國會,2,,
服務部,2,,
人權委員會,2,,
親人,2,,
收租,2,,
黃瑞楠,2,,
拖下水,2,,
毛顯鶯,2,,
北愛爾蘭,2,,
愛克,2,,
乾旱,2,,
結帳,2,,
地中海,2,,
命脈,2,,
日幣,2,,
土倫,2,,
姑蘇區,2,,
壽司,2,,
土石,2,,
耶穌,2,,
上網,2,,
葡萄,2,,
藥妝店,2,,
偽陽性,2,,
藥實,2,,
亡羊,2,,
龔薩福,2,공자푸,Gonsafu (disambiguation)
能隙,2,,
公債,2,공채,government bond
法海,2,,
屁股,2,,
所服,2,,
陶斐榮,2,,
尖石,2,,
單據,2,,
藍白合,2,,
畫性,2,,
永久性,2,,
窗,2,,
瑞銀亞太區,2,,
好人,2,,
樞,2,,
狗狗,2,,
串聯,2,,
燃,2,,
吳銘祥,2,,
李小姐,2,,
商業行,2,,
火花,2,,
致電,2,,
美玲,2,,
客群,2,,
商務客,2,,
家具,2,,
篇章,2,,
低潮,2,,
句型,2,,
派出所,2,,
抗共,2,,
迪克斯,2,,
前鋒,2,,
索羅斯,2,,
全宜蘭,2,,
雙腳,2,,
小麥,2,물량,volume of goods
師曾,2,,
老死,2,,
核糖核酸,2,,
頻段,2,,
信使,2,,
家家,2,,
安德列,2,,
內鬥,2,,
射頻,2,,
主責,2,,
盈利,2,,
時性,2,,
步槍,2,,
張麗善,2,,
龍蝦,2,,
跨省,2,,
敬佩,2,,
商中國聯通,2,,
客流,2,,
威懾力,2,,
管理法,2,,
前進黨,2,,
光榮,2,,
瀘定縣,2,,
成華區,2,,
利民,2,,
東莞市,2,,
馬繼華,2,,
安全架,2,,
名聲,2,,
波動性,2,,
向普丁,2,,
代表制,2,,
瀟湘,2,,
甘孜州,2,,
境管,2,,
伏筆,2,,
陳維斌,2,,
荷包,2,,
雨水,2,,
全城,2,,
人民公社,2,,
闢謠,2,,
火線,2,,
總督,2,,
慈善家,2,,
前義,2,,
不義,2,,
龍式,2,,
心境,2,,
惠,2,,
友,2,,
黨眾議院,2,,
空中交通,2,,
台灣度,2,,
長廊,2,,
責難,2,,
喀什,2,,
冤家,2,,
摯友,2,,
支點,2,,
本年度,2,,
軍警,2,,
保險業,2,,
療程,2,,
外形,2,,
鹿,2,,
波比,2,,
信守,2,성실히 지키다,be faithful to
交通委,2,,
酒器,2,,
政令,2,,
何瑞恩,2,,
官式,2,,
立志,2,,
喀爾巴阡山,2,,
電磁紀,2,,
人影,2,,
國勢,2,,
黨外,2,당외,outside the party
畜牧,2,,
吳珮菱,2,,
拉納德,2,,
尼曾,2,,
音白宮,2,,
賞景,2,,
蘇巧純,2,,
纜車,2,,
義台,2,,
鄧振中,2,덩전중,Deng Zhenzhong (disambiguation)
人觀,2,,
先機,2,,
投藥,2,,
曾聖,2,,
鼻,2,,
張巧琳,2,,
負,2,저버리다,bear
首集,2,,
彈窗,2,,
公筷,2,,
雅加達,2,,
賴金雪,2,,
品行,2,,
伎倆,2,,
本業,2,,
美術,2,,
作賊,2,,
絕境,2,,
錯置,2,,
疾言,2,,
豪門,2,,
智庫蘭,2,,
月刊,2,월간지,a monthly magazine
千金,2,,
麥,2,,
花上,2,,
王立任,2,,
廣傳,2,,
中國衛健委通報,2,,
馬斯,2,,
東城,2,,
鐵道,2,,
富岡,2,,
問政,2,,
戰行,2,,
書質,2,,
黑市,2,,
和尚,2,,
執行力,2,,
情急,2,,
劇院,2,,
陳龍,2,,
鄧麗君,2,,
保議題,2,,
星國,2,,
真人,2,,
姓氏,2,,
青春,2,청춘,youth
霍華德,2,,
金溥聰,2,,
發表題,2,,
台灣島,2,타이완 섬,island of taiwan
蔡總,2,차이 사장,General Tsai
省分,2,,
上及,2,,
文化局,2,,
堂食,2,,
金點,2,,
東山,2,,
民選,2,,
立論,2,,
施志昌,2,,
菜販,2,,
楊典忠,2,,
西城,2,,
資匪,2,,
教書,2,,
國家通報,2,,
於帛,2,,
斯克州,2,,
張圖,2,,
整間,2,,
鐵票,2,,
節車,2,,
盧甘,2,,
利金,2,,
蕭良其,2,,
琉在,2,,
高技,2,,
大選產生,2,,
共克,2,,
器重,2,,
樂團,2,,
能親,2,,
欽佩,2,,
感念,2,,
匈牙利,2,헝가리,Hungary
黨慶音樂會,2,,
葬身,2,,
裝飾,2,,
林知延,2,,
的北,2,,
女朋友,2,,
球衣,2,,
災防,2,,
哀悼之意,2,,
名店,2,,
服力,2,,
有心人,2,,
祝壽照,2,,
天桃,2,,
哈迪,2,,
產險,2,,
混珠,2,,
產險業,2,,
單理,2,,
吉祥物,2,,
人形,2,,
納指,2,,
樂天桃,2,,
首爾市,2,,
港籍,2,,
信貸,2,크레디트,credit
白領,2,,
邊疆,2,,
爆棚,2,,
新義州,2,,
車票,2,,
翁昂,2,,
法統,2,,
深具,2,,
來路,2,,
母數,2,,
雅安,2,,
舒福倫,2,,
力爭,2,,
承平,2,,
醫聯體,2,,
法國國防與國家,2,,
軍戰略,2,,
皮爾遜,2,,
海瑟威,2,,
武斷,2,,
官員長,2,,
定,2,,
中國國家衛健委通報,2,,
蕪湖,2,,
採樣亭,2,,
翁朝棟,2,,
戰行動,2,,
票價,2,,
非西方,2,,
夢魘,2,,
體面,2,,
被動性,2,,
抽樣,2,,
暴利,2,,
前波,2,,
零組件,2,부분품,Components
保持一致,2,,
品管,2,,
總務,2,,
黄耀毅,2,,
季稅,2,,
木德,2,,
韓首爾,2,,
東京和南,2,,
利益一致,2,,
貝爾,2,,
千人,2,,
國體,2,,
研究部,2,,
衣櫃,2,,
空中巴士,2,,
核動,2,,
鐵人,2,,
祖歸宗,2,,
寢室,2,,
型號,2,,
蔣家,2,,
劉家昌,2,,
中品,2,,
新聞界,2,,
軍區,2,군사 구역,military district
不原,2,,
劉華清,2,,
外太空,2,,
王筱,2,,
核威,2,,
將領,2,,
盲目,2,,
字典,2,,
華大,2,,
軍內,2,,
蔡筱薇,2,,
東風,2,동풍,an easterly wind
血小板,2,,
美景,2,,
賽柏藍,2,,
首歌,2,,
遊,2,,
次列車,2,,
林襄,2,,
費加洛,2,,
次會,2,,
爆炸式,2,,
負義,2,,
骨頭,2,,
民宿,2,,
家世,2,,
父,2,,
露西,2,,
西寧,2,,
花花,2,,
國艦,2,,
旋風式,2,,
華麗,2,,
數成長,2,,
警僑,2,,
數落,2,,
子民,2,,
貪腐,2,,
沙丘,2,,
手工,2,,
紙板,2,,
交艦,2,,
黑龍江省,2,,
雙親,2,,
贼,2,,
前兆,2,,
產業會,2,,
數值,2,,
佳木斯市,2,,
胸標,2,,
陸港,2,,
希卡,2,,
姿妙,2,,
迪安,2,,
放寇,2,,
簡銘翔,2,,
財政紀律,2,,
警語,2,,
學姐,2,,
反射性,2,,
暖場,2,,
總算,2,,
水產省,2,,
咽喉,2,,
淵,2,,
農品,2,,
西式,2,,
憾事,2,,
成長性,2,,
隊員,2,,
專注力,2,,
潰堤,2,,
大魚,2,,
衛國字,2,,
畢業論,2,,
保土,2,,
離校,2,,
死訊,2,,
靚點,2,,
餘額,2,,
事事,2,,
華盛頓會,2,,
鴿派,2,,
本體,2,,
容納,2,,
裂痕,2,,
國教,2,,
謀利,2,,
格言,2,,
課綱,2,수업의 요강,syllabus
終極,2,궁극의,ultimate
瓷器,2,,
窯,2,,
將義務,2,,
腹痛,2,,
清空,2,,
印太經濟框架,2,인도-태평양 경제 틀,Indo-Pacific Economic Framework
前瞻性,2,,
綜上,2,,
白晝,2,,
產業景,2,,
氣動能,2,,
會用,2,,
俄歐,2,,
章,2,,
專用區,2,,
作夢,2,,
彰區,2,,
歌劇,2,,
主編,2,,
聯誼會,2,,
新生代,2,,
澹的,2,,
街舞,2,,
鐵皮,2,,
新世界,2,,
食旅,2,,
域觀,2,,
風景區,2,,
友情,2,,
黨綱,2,,
海事局,2,해사국,Department of Maritime Affairs
對因,2,,
總冠,2,,
音樂人,2,,
句點,2,,
樂器,2,,
化險,2,,
歐美各國,2,,
水球,2,,
載舟,2,,
領導會,2,,
街廓,2,,
水能,2,,
王金平,2,,
鄉團,2,,
武陣,2,,
電音,2,,
國面,2,,
索羅門,2,솔로몬,Solomon the Great
性能,2,성능,performance
智性,2,,
心源性,2,,
趙穗生,2,,
兩極,2,,
橘,2,,
陳俊宇,2,,
車禍,2,,
數碼,2,,
三地,2,,
閒暇,2,,
